start,end,today,deviceid,imei,control_estudio,encuesta_id,participacion_control,participacion_estudio,Assigned_Group,Current_Group,tipo_encuesta,tariff_code,num_personas,medidor,sexo,nivel_educacion,store_type,mas_gasta_tiempo,porque_mas_gasta_tiempo,hora_pico_energia,dia_pico_energia_choices,ano_pico_energia_choices,epoca_consumo,bombillas,bombillas_horas,celular,celular_horas,internet,internet_horas,radio,radio_horas,television,television_horas,computadora,computadora_horas,refrigerador,refrigerador_horas,abanico,abanico_horas,aire_acondicionado,aire_acondicionado_horas,microondas,microondas_horas,licuadora,licuadora_horas,equipo,equipo_horas,lavadora,lavadora_horas,secadora,secadora_horas,plancha,plancha_horas,plancha_pelo,plancha_pelo_horas,consumo_abanico,consumo_luces,consumo_television,consumo_celular,consumo_radio,consumo_refrigerador,efficiency_bulb,time_fridge,buy_fridge,efficiency_tv,interest_efficiency,estrategias_pasadas_efficiency,estrategias_pasadas_efficiency_resp1,estrategias_pasadas_efficiency_resp2,estrategias_pasadas_efficiency_resp3,fotos_est_eficiencia_energeticaI,fotos_est_eficiencia_energeticaII,barreras_efficiency,barreras_efficiency_resp1,barreras_efficiency_resp2,barreras_efficiency_resp3,razon_eficiencia_energeticaI,razon_eficiencia_energeticaII,razon_eficiencia_energeticaIII,razon_eficiencia_energeticaI_resp1,razon_eficiencia_energeticaII_resp2,razon_eficiencia_energeticaIII_resp3,financiamiento_eficiencia,financiamiento_eficiencia_tamano,financiamiento_eficiencia_meses,financiamiento_solar,financiamiento_solar_tamano,financiamiento_solar_meses,acceso_a_datos,cuenta_de_ahorros,gasto_electrico,gasto_electrico_cordobas,gasto_tarifa_electrica,gasto_agua,gasto_agua_cordobas,gas_casa,gasto_gas,ingresos_mensuales,gastos_mensuales,porcentaje_electricidad,dificultad_pago,dificil_porque_pago,muy_dificil_porque_pago,especifique_porque_dificil,especifique_porque_mdificil,ahorros_si_no,ahorros_cantidad,gasto_servicios,gasto_cosas_basicas,gastos_otros_no_diversion,gastos_diversion,ahorros_gastos,ahorraria_si,gastaria_si,control_de_consumo,como_contro_de_consumo,como_contro_de_consumo_resp1,como_contro_de_consumo_resp2,cuanto_tiempo_dia_control,cuantos_dias_control,informacion_util,para_que_util_nada,para_que_util_nada_resp,para_que_util_masmenos,para_que_util_masmenos_resp,para_que_util_uil,para_que_util_uil_resp,para_que_util_muyutil,para_que_util_muyutil_resp,uso_informacion_disnorte,uso_informacion_disnorte_resp1,uso_informacion_disnorte_resp2,comparte_papel_info,comparte_papel_info_si,comparte_papel_info_si_resp,type_pago,tiempo_pago,type_pago_quality,porque_facil_pago,porque_relafacil_pago,porque_complicado_pago,porque_muycomplicado_pago,tipo_telefono,telefono_suyo,tel_whatsapp,telefonos,internet_uso,foto_gasto_electrico,foto_recibo,especifique_gasto_electrico,coordenadasIII,X_coordenadasIII_latitude,X_coordenadasIII_longitude,X_coordenadasIII_altitude,X_coordenadasIII_precision,meta.instanceID,X_id,X_uuid,X_submission_time,X_tags,X_notes,X_version,X_duration,X_submitted_by,focos_eficiencia_ahorro,focos_eficiencia_cuanto,ventana_eficiencia_ahorro,ventana_eficiencia_cuanto,botella_eficiencia_ahorro,botella_eficiencia_cuanto,cortina_eficiencia_ahorro,cortina_eficiencia_cuanto,refri_eficiencia_ahorro,refri_eficiencia_cuanto,abanico_eficiencia_ahorro,abanico_eficiencia_cuanto,tv_eficiencia_ahorro,tv_eficiencia_cuanto,survey_time
2018-02-15T14:36:06.000-05:00,2018-02-15T15:27:20.000-05:00,2/15/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,2053,n/a,si,NA,NA,casa,t1,5,si,mujer,universidad,pulperia,noche,NA,20,n/a,diciembre,n/a,6,3,3,4,1,24,n/a,n/a,1,10,n/a,n/a,1,10,1,8,n/a,n/a,n/a,n/a,1,No se utiliza,n/a,n/a,n/a,n/a,n/a,n/a,1,1 vez a la semana por 15 minutos,n/a,n/a,30,5,20,5,n/a,20,fluorescentes,3,Walmart,led,estoy_muy_interesado,"Usar menos todos los aparatos, el Freezer lo apago en el dÕóë_a",less_appliances,turn_off_fridge,,n/a,n/a,Eso estÕóëç en uno,nothing,,,gasto_hogar,home_expense,independencia_energetica,energy_independence,reducir_co2,reduce_co2,no,n/a,n/a,si,15000,24,si,no,105,330,12,n/a,225,Cocinar,300,8000,10000,5,dificil,me_gustaria_otros,n/a,n/a,n/a,no,n/a,900,9000,n/a,n/a,ahorraria,Invertir en el negocio,n/a,si,Estamos viendo el medidor y vamos comparando con los recibos,check_meter,compare_consumption,5,3,muy_util,n/a,,n/a,,n/a,,Para ver si ha bajado o subido,see_variation_of_consumption,Para llevar un control,control_consumption,,no,n/a,,persona_individuo,5,facil,"Es lo que me sale mejor, mÕóëçs rÕóëçpido y fÕóëçcil",n/a,n/a,n/a,chiclero,88441596,telefono,22525693,n/a,si,http://classic.ona.io/api/v1/files/7034587?filename=niuera/attachments/1518726379986-172375107-15_27_14.jpg,n/a,n/a,n/a,n/a,n/a,n/a,uuid:0fc5f27a-5218-449b-ae63-3ab89b38fdc6,25273459,0fc5f27a-5218-449b-ae63-3ab89b38fdc6,2018-02-16T11:49:40,NA,NA,2.02E+11,3074,,mucho,130,mucho,250,mas o menos,50,mas o menos,900,mucho,acaba de cambiar el freezer,poco,150,mucho,11000,endline
2018-02-15T15:43:47.000-05:00,2018-02-15T16:09:35.000-05:00,2/15/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,228,n/a,si,NA,NA,micro_empresa,t1,6,si,mujer,universidad,pulperia,tarde,NA,15,domingo,diciembre,verano,9,"1 pasa 24 horas, 3 se ocupan 4 horas, el resto se prenden momentos",6,3,n/a,n/a,n/a,n/a,3,3,1,Es esporÕóëçdicamente,1,2,3,"1 pasa las 24 horas, los otros 8 horas",n/a,n/a,1,10 minutos,1,Es esporÕóëçdico,n/a,n/a,1,Casi no se usa,n/a,n/a,1,No se plancha,n/a,n/a,15,10,20,10,n/a,45,led,84,Me lo mandaron de EEUU,led,estoy_muy_interesado,"Puse tragaluces, apago la refrigeradora si no hay mucha demanda, y apago las bujÕóë_as que no se usan",skylight,turn_off_fridge,less_lights,n/a,n/a,Que se genere mÕóëçs informaciÕóë_n,no_information,,,gasto_hogar,home_expense,independencia_energetica,energy_independence,reducir_ambiente,reduce_environment,si,25000,18,si,90000,48,si,si,250,2500,8,15000,130,Cocinar,160,10000,8000,70,dificil,caro,n/a,n/a,n/a,si,400,5000,3000,n/a,n/a,ahorraria,Para hacer inversiones,n/a,no,n/a,,,n/a,n/a,util,n/a,,n/a,,Para ver los meses que mas consumo,see_monthly_consumption,n/a,,Para ver la variaciÕóë_n del gasto,see_variation_of_consumption,,no,n/a,,persona_individuo,5,facil,Me ahorro la fila y gasto en transporte,n/a,n/a,n/a,smart_phone,89967925,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7034594?filename=niuera/attachments/1518728960862268548019-16_9_30.jpg,n/a,n/a,n/a,n/a,n/a,n/a,uuid:3b0a2393-ce7a-479f-aff9-3eba7e6718a5,25273479,3b0a2393-ce7a-479f-aff9-3eba7e6718a5,2018-02-16T11:49:57,NA,NA,2.02E+11,1548,,mucho,50,mucho,150,mucho,200,mucho,200,mucho,22000,mas o menos,300,mucho,10000,endline
2018-02-15T17:05:45.000-05:00,2018-02-15T17:24:26.000-05:00,2/15/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,390,n/a,si,NA,NA,casa,t0,8,si,hombre,universidad,n/a,noche,NA,19,sabado,diciembre,verano,8,4,5,3,1,24,1,3,2,8,1,3,1,10,3,9,n/a,n/a,n/a,n/a,1,20 minutos,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,10,5,15,1,1,50,led,156,Curacao,led,estoy_muy_interesado,"Los abanicos no se usan todo el dÕóë_a, la computadora solo se usa unas horas, la refrigeradora se desconecta",less_fans,less_pc,turn_off_fride,n/a,n/a,"Falta de dinero, no tengo control sobre todo el consumo",economic_capacity,no_control,,gasto_hogar,home_expense,independencia_energetica,energy_independence,reducir_ambiente,reduce_environment,si,20000,12,si,25000,12,si,si,130,350,1,n/a,550,Cocinar,600,32000,25000,20,dificil,other,n/a,Porque el pago recae solo en una persona,n/a,no,n/a,2400,14000,2000,n/a,ahorraria,Mejoras de la vivienda,n/a,si,n/a,,,n/a,n/a,mas_o_menos,n/a,,"Para ver los kWh consumidos, aunque no confÕóë_o mucho",its_unreliable,n/a,,n/a,,Para hacer el pago,pay,,si,"Con vecinos, hablamos cuÕóëçnto nos sale, si bajÕóë_ o no",talk_about_variation,persona_banco,60,complicado,n/a,n/a,Tenemos que hacer fila,n/a,smart_phone,86189316,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7034597?filename=niuera/attachments/1518733411340-570125622-17_24_16.jpg,n/a,12.121784 -86.22323 0 27.1299991607666,12,-86,0,27,uuid:ad173ba0-a977-4b67-b0bd-a4ae4b5f48a4,25273498,ad173ba0-a977-4b67-b0bd-a4ae4b5f48a4,2018-02-16T11:50:30,NA,NA,2.02E+11,1121,,mucho,100,mucho,1500,mas o menos,400,mucho,500,mucho,8000,mucho,1000,poco,12000,endline
2018-02-16T10:36:35.000-05:00,2018-02-16T10:59:53.000-05:00,2/16/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,409,n/a,si,NA,NA,casa,tjubilados,6,si,hombre,ciclo_diversificado,n/a,noche,NA,18,viernes,diciembre,igual,6,3,3,2,1,24,1,2,2,3,1,1,1,24,2,4,n/a,n/a,1,No se ocupa,1,3 minutos,n/a,n/a,n/a,n/a,n/a,n/a,1,2 horas a la semana,n/a,n/a,5,2,10,3,2,80,fluorescentes,120,En una casa comercial,lcd,me_interesa,"Las bujÕóë_as se apagan temprano, casi no se ve TV, hay luces que prÕóëçcticamente no se usan, planchamos una vez a la semana",less_lights,less_tv,less_ironing,n/a,n/a,Ninguna,nothing,,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,si,n/a,n/a,si,n/a,n/a,si,si,150,400,5,n/a,105,Cocinar,400,15000,15000,20,dificil,me_gustaria_otros,n/a,n/a,n/a,no,n/a,1000,6000,n/a,500,ahorraria,Para una emergencia,n/a,no,n/a,,,n/a,n/a,util,n/a,,n/a,,Para estar pendiente del gasto,control_consumption,n/a,,Para que todos en la casa miren que si no ahorramos se nos dispara el gasto,see_consumption,,no,n/a,,persona_empresa,30,facil,Esta cerca y me dan preferencia porque soy una persona mayor,n/a,n/a,n/a,smart_phone,83536690,telefono,n/a,si,si,http://classic.ona.io/api/v1/files/7037757?filename=niuera/attachments/1518796705814-570125622-10_59_44.jpg,n/a,12.129741 -86.227689 114.5 10,12,-86,114.5,10,uuid:dbe94002-a830-49fb-81e2-e29b76f6ab85,25285779,dbe94002-a830-49fb-81e2-e29b76f6ab85,2018-02-16T18:05:10,NA,NA,2.02E+11,1398,,poco,70,mas o menos,100,mas o menos,30,poco,80,mucho,8000,mas o menos,300,mucho,8000,endline
2018-02-16T11:24:42.000-05:00,2018-02-16T11:53:27.000-05:00,2/16/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,87,n/a,si,NA,NA,micro_empresa,tjubilados,5,si,mujer,ciclo_diversificado,pulperia,noche,NA,18,sabado,diciembre,igual,7,2,2,1,1,5,n/a,n/a,1,2,n/a,n/a,1,12,n/a,n/a,n/a,n/a,n/a,n/a,1,Casi no se usa,n/a,n/a,1,1 vez a la semana 3 horas,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15,5,8,n/a,45,led,60,En el gallo mÕóëçs gallo,viejo,estoy_muy_interesado,"Desconectar los aparatos, mantener las luces apagadas, apagar la refrigeradora en la noche",turn_off,less_lights,turn_off_fridge,n/a,n/a,Eso depende de uno,nothing,,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,no,n/a,n/a,no,n/a,n/a,si,si,130,400,7,n/a,300,Cocinar y tambiÕóë©n hay negocio de tortilla,1000,5000,7000,30,dificil,me_gustaria_otros,n/a,n/a,n/a,no,n/a,1800,5000,500,n/a,ahorraria,Mejoras en la vivienda,n/a,no,n/a,,,n/a,n/a,mas_o_menos,n/a,,Para ver el consumo,see_consumption,n/a,,n/a,,Para pagar y saber tu gasto mensual,pay,see_monthly_consumption,si,"Con mi hermana, hablamos que es importante ahorrar",talk_about_saving,persona_individuo,10,facil,Me ahorro lo del taxi,n/a,n/a,n/a,smart_phone,76260050,n/a,n/a,no,si,http://classic.ona.io/api/v1/files/7037760?filename=niuera/attachments/1518799955744-570125622-11_53_20.jpg,n/a,12.129741 -86.227689 114.5 10,12,-86,114.5,10,uuid:15b34cdd-6d02-452f-bddb-7968b336a1c5,25285784,15b34cdd-6d02-452f-bddb-7968b336a1c5,2018-02-16T18:05:57,NA,NA,2.02E+11,1725,,mucho,50,mas o menos,350,mas o menos,100,mas o menos,600,mucho,4000,mas o menos,650,mucho,3000,endline
2018-02-16T11:53:28.000-05:00,2018-02-16T12:40:43.000-05:00,2/16/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,277,n/a,si,NA,NA,casa,t0,5,si,mujer,ciclo_basico,n/a,noche,NA,19,domingo,diciembre,verano,5,4.5,5,4,1,16,n/a,n/a,3,8,n/a,n/a,1,12,4,8,n/a,n/a,n/a,n/a,1,2 minutos,n/a,n/a,1,2 veces a la semana por 10 horas en total,n/a,n/a,1,No se ocupa,1,1 vez a la semana por 2 horas,25,10,15,5,n/a,30,led,12,Fue un regalo,plasma,estoy_muy_interesado,"Si estamos viendo TV estamos con la luz apagada, hay luces que casi no se encienden, no planchamos",less_lights,remove_ironing,,n/a,n/a,"Que no sÕóë_lo depende de uno, a veces uno quiere buscar la forma de ahorro pero es difÕóë_cil",no_know_how,hard_to_save,,gasto_hogar,home_expense,independencia_energetica,energy_independence,reducir_ambiente,reduce_environment,si,12000,18,no,n/a,n/a,si,si,160,1200,10,27000,420,Cocinar,300,13000,12000,9,relativamente_facil,n/a,n/a,n/a,n/a,si,800,3000,5000,2000,1500,ahorraria,Para mejorar la vivienda y otros proyectos como un negocio,n/a,si,Diario hago una lectura del medidor,check_meter,,5,30,util,n/a,,n/a,,Para guiarse de cuÕóëçnto gasta mÕóëçs,control_consumption,n/a,,Para llevar un control y proponerse gastar menos,control_consumption,,si,"Con familiares y vecinos, miramos si nos bajÕóë_ o subiÕóë_",talk_about_variation,persona_empresa,30,facil,Esta cerca y es rÕóëçpido para mi,n/a,n/a,n/a,smart_phone,83710674,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7037764?filename=niuera/attachments/1518802807723-570125622-12_40_36.jpg,n/a,12.129741 -86.227689 114.5 10,12,-86,114.5,10,uuid:eb92562e-fbb6-4a58-9e63-ff7ff03f8997,25285787,eb92562e-fbb6-4a58-9e63-ff7ff03f8997,2018-02-16T18:06:26,NA,NA,2.02E+11,2835,,mas o menos,40,mucho,400,poco,30,mas o menos,450,mucho,10000,mas o menos,700,mucho,7000,endline
2018-02-16T14:41:32.000-05:00,2018-02-16T15:06:58.000-05:00,2/16/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,207,n/a,si,NA,NA,casa,t0,6,si,mujer,universidad,n/a,noche,NA,18,sabado,julio,verano,6,"1 pasa 10 horas, las otras 4 horas",3,1,n/a,n/a,1,No lo usamos,2,10,1,No la ocupo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,No la ocupo,n/a,n/a,n/a,n/a,n/a,n/a,1,20 minutos,n/a,n/a,n/a,20,20,30,n/a,n/a,led,n/a,n/a,viejo,estoy_muy_interesado,"Solo usar un TV, en la maÕóë±ana no encender luces, desconectar los aparatos",less_tv,less_lights,turn_off,n/a,n/a,"Yo no he averiguado como ahorrar mÕóëçs, yo podrÕóë_a buscar en internet medidas de ahorro pero no lo he hecho",no_will,no_know_how,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,si,5000,6,si,n/a,n/a,si,si,50,200,2,n/a,350,Cocinar,200,8500,8000,10,relativamente_facil,n/a,n/a,n/a,n/a,no,n/a,600,4500,1500,500,ahorraria,Para una emergencia,n/a,si,Veo cuÕóëçnto voy gastando y estar pendiente,check_meter,,15,4,util,n/a,,n/a,,"Para saber lo que consumo, cuantos dÕóë_as, ver la grÕóëçfica de los meses",see_detailed_consumption,n/a,,"Para medirse en los gastos, si veo que se va subiendo yo tengo que buscar como bajarlo",control_consumption,,no,n/a,,persona_banco,50,relativamente_facil,n/a,Hay momentos que estÕóëç vacÕóë_o,n/a,n/a,smart_phone,57804415,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7038677?filename=niuera/attachments/1518811573504-570125622-15_6_48.jpg,n/a,12.127807 -86.221379 0 99.49400329589844,12,-86,0,99,uuid:5909529a-378a-415a-be5a-b21df4694285,25296771,5909529a-378a-415a-be5a-b21df4694285,2018-02-17T03:38:56,NA,NA,2.02E+11,1526,,mucho,85,mucho,300,mucho,100,mucho,no aplica,mucho,6000,mas o menos,400,mas o menos,4500,endline
2018-02-16T15:25:18.000-05:00,2018-02-16T16:10:51.000-05:00,2/16/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,267,n/a,si,NA,NA,micro_empresa,t1,3,si,hombre,ciclo_diversificado,pulperia,medio_dia,NA,13,domingo,diciembre,verano,3,12,3,1,n/a,n/a,1,Se usa poco,1,2,n/a,n/a,3,12,n/a,n/a,n/a,n/a,1,5 minutos,1,10 minutos,n/a,n/a,n/a,n/a,n/a,n/a,1,2 horas mensuales,n/a,n/a,n/a,15,15,n/a,n/a,70,led,24,Es de Pepsi,dlp,estoy_muy_interesado,"En invierno usar menos los aparatos porque estÕóëç mÕóëçs fresco, si las ventas estÕóëçn malas redujo el tiempo de trabajo se los equipos y si estoy escaso de productos desconecto totalmente los equipos",less_appliances_in_winter,turn_off_fridge,,n/a,n/a,Ninguna,nothing,,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,si,51000,24,no,n/a,n/a,si,no,300,2100,n/a,n/a,350,Cocinar,400,80000,10000,70,facil,n/a,n/a,n/a,n/a,si,18000,5000,6000,n/a,n/a,ahorraria,Para invertirlo,n/a,si,Miro cuÕóëçnto kWh hay en la maÕóë±ana cuantos en las noches y saco el promedio de consumo,check_meter,,3,30,muy_util,n/a,,n/a,,n/a,,Para darse cuenta en que mÕóëçs gasta mÕóëçs y que se debiÕóë_,see_variation_of_consumption,Para llevar un detalle de los gastos,pay,,no,n/a,,persona_empresa,20,facil,Esta bien cerca,n/a,n/a,n/a,smart_phone,88795243,whatsapp,n/a,n/a,si,http://classic.ona.io/api/v1/files/7038678?filename=niuera/attachments/15188151236582140119620-16_10_41.jpg,n/a,12.127807 -86.221379 0 99.49400329589844,12,-86,0,99,uuid:aba8cf6d-5a4f-46f3-ae86-a2d4d6af5f46,25296773,aba8cf6d-5a4f-46f3-ae86-a2d4d6af5f46,2018-02-17T03:39:37,NA,NA,2.02E+11,2733,,mucho,180,mucho,800,mas o menos,150,mucho,850,mucho,50000,poco,950,mas o menos,9000,endline
2018-02-17T11:01:52.000-05:00,2018-02-17T11:21:33.000-05:00,2/17/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,239,n/a,si,NA,NA,micro_empresa,t0,6,si,hombre,universidad,other,noche,NA,22,n/a,diciembre,igual,10,2,8,8,1,24,1,No se usa,3,3,2,1,1,24,3,6,n/a,n/a,n/a,n/a,1,Es esporÕóëçdico,n/a,n/a,1,1 vez a la semana 1 hora,n/a,n/a,1,1 vez a la semana 1 hora,1,1 hora a la semana,30,10,40,2,n/a,10,led,84,En la curacao,plasma,estoy_muy_interesado,"Desconectar los equipos, apagar las luces, usar menos el abanico",turn_off_fridge,less_lights,less_fans,n/a,n/a,La base de conocimiento depende de uno,no_knowledge,,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,si,n/a,n/a,si,n/a,n/a,si,si,240,1900,5,n/a,500,Cocinar,320,15000,13000,20,relativamente_facil,n/a,n/a,n/a,n/a,no,n/a,4000,8000,1000,n/a,gastaria,n/a,n/a,no,n/a,,,n/a,n/a,mas_o_menos,n/a,,Para verificar el consumo,see_consumption,n/a,,n/a,,"Para buscar el ahorro, ver si baja o sube y si es asÕóë_ porque",save,,no,n/a,,persona_individuo,6,facil,Es servicio a domicilio,n/a,n/a,n/a,smart_phone,86695857,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7044671?filename=niuera/attachments/1518884407337-570125622-11_21_25.jpg,n/a,12.127037 -86.221538 0 22.22800064086914,12,-86,0,22,uuid:12bd4f68-e731-4361-8aa9-89660517785d,25316290,12bd4f68-e731-4361-8aa9-89660517785d,2018-02-17T23:18:50,NA,NA,2.02E+11,1181,,mucho,70,mucho,300,mas o menos,50,mucho,600,mas o menos,8000,poco,350,poco,15000,endline
2018-02-17T11:27:59.000-05:00,2018-02-17T11:57:46.000-05:00,2/17/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,238,n/a,si,NA,NA,micro_empresa,tjubilados,6,si,mujer,ciclo_diversificado,pulperia,medio_dia,NA,11,sabado,diciembre,verano,8,5,3,1,1,24,1,1,2,8,n/a,n/a,3,8,n/a,n/a,n/a,n/a,2,5 minutos,1,No se usa,n/a,n/a,n/a,n/a,n/a,n/a,1,Casi no se plancha,n/a,n/a,n/a,10,30,20,n/a,50,led,96,La trajeron de los EEUU,viejo,estoy_muy_interesado,"Las luces que no se usan se apagan, desconectamos la refri, no usamos abanico ni plancha",less_lights,turn_off_fridge,remove_appliances,n/a,n/a,Ninguna,nothing,,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,si,50000,36,si,50000,36,si,si,180,1000,11,n/a,200,Cocinar,160,30000,10000,20,relativamente_facil,n/a,n/a,n/a,n/a,no,n/a,3000,5000,1000,n/a,ahorraria,Hacer alguna inversiÕóë_n,n/a,no,n/a,,,n/a,n/a,util,n/a,,n/a,,Miro cuanto se ha gastado,,n/a,,Para ver si va alterado el consumo y ahorrar,save,,no,n/a,,persona_banco,30,relativamente_facil,n/a,No me quita mucho tiempo,n/a,n/a,smart_phone,88134391,telefono,89716291,n/a,si,http://classic.ona.io/api/v1/files/7044672?filename=niuera/attachments/15188866182142140119620-11_57_36.jpg,n/a,12.127037 -86.221538 0 22.22800064086914,12,-86,0,22,uuid:d5cf258d-8389-4b68-902d-f0aef5db361b,25316291,d5cf258d-8389-4b68-902d-f0aef5db361b,2018-02-17T23:18:55,NA,NA,2.02E+11,1787,,poco,30,mas o menos,450,mucho,50,mucho,400,mas o menos,5000,mas o menos,300,mas o menos,5000,endline
2018-02-17T11:57:48.000-05:00,2018-02-17T12:34:44.000-05:00,2/17/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,225,n/a,si,NA,NA,micro_empresa,t0,5,si,mujer,primaria,pulperia,manana,NA,7,miercoles,diciembre,igual,5,12,2,2,1,2,1,No se usa,3,4,1,1,4,9,2,4,n/a,n/a,n/a,n/a,1,3 veces a la semana como 10 minutos,1,1,n/a,n/a,n/a,n/a,1,2 horas al mes,n/a,n/a,10,10,10,5,n/a,60,fluorescentes,24,Es de eskimo,viejo,estoy_muy_interesado,"Desconectar los equipos, andar apagando las luces, dejar de ver TV",turn_off_fridge,less_lights,remove_tv,n/a,n/a,Ninguna,nothing,,,gasto_hogar,home_expense,independencia_energetica,energy_independence,reducir_ambiente,reduce_environment,si,30000,24,si,n/a,n/a,si,si,500,4000,7,n/a,200,Cocinar y se venden nacatamales,2400,30000,20000,60,dificil,caro,n/a,n/a,n/a,no,n/a,4200,6000,12000,n/a,ahorraria,Para una emergencia,n/a,no,n/a,,,n/a,n/a,mas_o_menos,n/a,,Para ver el pago,know_payment,n/a,,n/a,,Pues lo veo y sÕóë© que tengo que economizar,save,,no,n/a,,persona_individuo,10,facil,Es que el microbÕóë_s Pas en frente de mi casa,n/a,n/a,n/a,smart_phone,78611247,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7044673?filename=niuera/attachments/1518888859827-690445623-12_34_38.jpg,n/a,12.127037 -86.221538 0 22.22800064086914,12,-86,0,22,uuid:1799b8b9-761c-49d1-bb0f-59d0e9632763,25316292,1799b8b9-761c-49d1-bb0f-59d0e9632763,2018-02-17T23:19:33,NA,NA,2.02E+11,2216,,mas o menos,85,mucho,350,poco,45,mucho,2000,mucho,6000,masÕ_ o menos,450,poco,2500,endline
2018-02-19T12:24:07.000-05:00,2018-02-19T12:50:03.000-05:00,2/19/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,920,n/a,si,NA,NA,casa,t0,4,si,mujer,universidad,n/a,noche,NA,21,sabado,marzo,verano,5,4,4,1,1,24,n/a,n/a,1,4,1,1,1,6,3,8,n/a,n/a,1,No lo uso,1,No la uso,n/a,n/a,n/a,n/a,n/a,n/a,1,4 horas al mes,n/a,n/a,30,5,20,5,n/a,45,fluorescentes,48,A una amiga,led,estoy_muy_interesado,"Desconectar todo lo que no estoy usando, planificar el horario de uso de los aparatos, no usar aparatos que estÕóë©n en mal estado, porque yo sÕóë© que eso me va a generar mÕóëçs gastos",turn_off,schedule_of_consumption,avoid_inefficient_appliances,n/a,n/a,"No tengo barreras, porque yo he logrado ahorros con el hecho de disciplinarme en el consumo",nothing,,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,reducir_co2,reduce_co2,si,15000,24,si,15000,24,si,si,110,400,3,15000,150,Cocinar,300,14500,9000,15,relativamente_facil,n/a,n/a,n/a,n/a,si,1000,2800,6000,n/a,n/a,ahorraria,Para poner un negocio,n/a,si,Voy revisando y apunto los kwh,check_meter,writedown_consumption,2,30,util,n/a,,n/a,,"Para mirar el consumo actual, el historial",see_historical_consumption,n/a,,Para planificar los gastos,control_consumption,,si,"Con vecinos, les enseÕóë±o a calcular su consumo, les explico que se resta el actual con el anterior",,persona_individuo,3,facil,"Es un rÕóëçpido, me ahorro tiempo, pasajes, se paran en frente de mi casa",n/a,n/a,n/a,smart_phone,85591395,telefono,n/a,si,si,http://classic.ona.io/api/v1/files/7059206?filename=niuera/attachments/15190625353362140119620-12_49_53.jpg,n/a,12.130755 -86.232174 120.5 10,12,-86,120.5,10,uuid:f0fcef74-2f71-476e-9e84-8a206abd6efd,25362100,f0fcef74-2f71-476e-9e84-8a206abd6efd,2018-02-19T18:26:59,NA,NA,2.02E+11,1556,,mucho,80,mucho,400,mas o menos,120,mucho,800,mucho,9000,mucho,1500,mucho,8000,endline
